DIVISION,DISTRICT,INSTITUTE_NAME,TYP_ID,MANAGEMENT,TYP,EDU_LEVEL,STUD_TYP,MPO,AREA,GEOGRPY,SECURITY_GUARD,HAVING_COMP_LAB,HAVING_ELECTRICITY,HAVING_SOLAR_PANEL,NUMBER_OF_MULTIMEDIA,TOTAL_COMPUTER,CC_CAMERA_NUM,INTERNET_YN,COMP_LAB_DAILY_USE_HR,TOTAL_LAB_COMPUTER,SSC_TOT_APP,SSC_TOT_PASS,CLASS_ROOM,CLASS_ROOM_MULTIMEDIA,PACKA,TOT_STU,FEM_STU,TOT_TEACHER,FEM_TEACHER,CAPEX,OPEX
Dhaka,Dhaka,SHAHNOORI MODEL HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,CityCorp,PLAIN LAND,YES,Yes,YES,NO,2,13,YES,YES,8,11,58,48,20,YES,3,620,384,11,4,2780000,3966500
Dhaka,Dhaka,SHAHNOORI MODEL HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,CityCorp,PLAIN LAND,YES,Yes,YES,NO,2,13,YES,YES,8,11,58,48,20,YES,3,620,384,11,4,2780000,3966500
Chattogram,Cumilla,MACHHIMPUR R. R. INSTITUTION,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,YES,3,1,YES,YES,3,17,257,212,27,YES,5,"1,879","1,139",12,1,2760000,4320500
Chattogram,Cumilla,MACHHIMPUR R. R. INSTITUTION,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,YES,3,1,YES,YES,3,17,257,212,27,YES,5,"1,879","1,139",12,1,2760000,4320500
Dhaka,Dhaka,SUAPUR NANNAR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,NO,3,4,YES,YES,2,11,291,186,21,YES,0,"1,635",781,15,4,2340000,5402000
Chattogram,Cumilla,"JANGALIA POWER DEVELOPMENT BOARD  HIGH SCHOOL, COMILLA",1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,NO,CityCorp,PLAIN LAND,YES,No,YES,NO,1,3,NO,YES,0,0,64,63,10,YES,3,529,319,17,8,1180000,6121500
Chattogram,Cumilla,"JANGALIA POWER DEVELOPMENT BOARD  HIGH SCHOOL, COMILLA",1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,NO,CityCorp,PLAIN LAND,YES,No,YES,NO,1,3,NO,YES,0,0,64,63,10,YES,3,529,319,17,8,1180000,6121500
Chattogram,Cumilla,SIZIARA  HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,YES,1,2,NO,YES,0,0,109,107,10,YES,2,721,450,12,2,1120000,4321000
Chattogram,Cumilla,TAJ ROWSHON HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,CityCorp,PLAIN LAND,NO,Yes,YES,YES,1,1,YES,YES,3,12,47,21,7,YES,1,344,191,8,4,760000,2880500
Chattogram,Cumilla,KANGAI HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,YES,1,5,NO,YES,0,0,155,134,14,YES,4,"1,020",557,15,5,1700000,5402500
Chattogram,Cumilla,KANGAI HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,YES,1,5,NO,YES,0,0,155,134,14,YES,4,"1,020",557,15,5,1700000,5402500
Dhaka,Dhaka,DUDGHATA BALUKHANDA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,NO,1,2,NO,YES,0,0,88,82,8,YES,4,498,265,8,1,920000,2881000
Dhaka,Dhaka,AGRADUT BIDYANIKATON HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,NO,CityCorp,PLAIN LAND,YES,No,YES,NO,1,3,NO,YES,6,0,142,134,11,YES,1,592,320,9,4,1280000,3241500
Dhaka,Dhaka,AGRADUT BIDYANIKATON HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,NO,CityCorp,PLAIN LAND,YES,No,YES,NO,1,3,NO,YES,6,0,142,134,11,YES,1,592,320,9,4,1280000,3241500
Chattogram,Cumilla,KAJI AHMED ALI HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,YES,2,3,NO,NO,0,0,88,55,9,YES,1,416,273,13,3,1080000,4681500
Chattogram,Cumilla,KAJI AHMED ALI HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,YES,2,3,NO,NO,0,0,88,55,9,YES,1,416,273,13,3,1080000,4681500
Dhaka,Dhaka,ASHRAF CHOWDHURY HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,YES,1,5,NO,YES,0,0,197,142,9,NO,3,695,338,9,0,1200000,3242500
Dhaka,Dhaka,NABADIGANTA ADARARSHA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,NO,CityCorp,PLAIN LAND,YES,No,YES,YES,1,2,NO,YES,0,0,105,88,9,NO,1,457,235,10,6,1020000,3601000
Dhaka,Dhaka,JAN -E-ALAM SARKER HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,YES,CityCorp,PLAIN LAND,YES,No,YES,NO,1,4,NO,YES,2,0,159,146,15,YES,2,"2,385","1,188",44,19,1740000,15842000
Dhaka,Dhaka,NASIRABAD HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,CityCorp,PLAIN LAND,YES,Yes,YES,YES,2,0,NO,YES,2,12,158,115,5,NO,0,445,243,10,4,500000,3600000
Dhaka,Dhaka,NASIRABAD HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,CityCorp,PLAIN LAND,YES,Yes,YES,YES,2,0,NO,YES,2,12,158,115,5,NO,0,445,243,10,4,500000,3600000
Chattogram,Cumilla,RASULPUR ADARSHA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,NO,YES,0,0,NO,YES,0,0,97,78,5,NO,0,586,318,11,3,500000,3960000
Dhaka,Dhaka,BANNAL LAKHU HAZI NIMNNA MADHAMIC SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,NO,1,3,NO,NO,0,0,98,92,11,NO,0,672,344,10,1,1280000,3601500
Dhaka,Dhaka,BANNAL LAKHU HAZI NIMNNA MADHAMIC SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,NO,1,3,NO,NO,0,0,98,92,11,NO,0,672,344,10,1,1280000,3601500
Dhaka,Dhaka,DARUS SALAM GOVT. SECONDARY SCHOOL,1,GOVERNMENT,School,Secondary ,CO-EDUCATION JOINT,NOT APPLICABLE,CityCorp,PLAIN LAND,YES,Yes,YES,NO,18,48,NO,YES,2,30,106,102,5,,0,672,357,19,14,3380000,6864000
Dhaka,Dhaka,CHAKULIA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,NO,0,0,NO,YES,0,0,211,152,18,YES,4,"1,152",598,14,3,1800000,5040000
Chattogram,Cumilla,MOHANPUR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,YES,2,4,NO,YES,6,3,265,208,17,YES,5,"1,426",825,18,6,1940000,6482000
Chattogram,Cumilla,MOHANPUR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,YES,2,4,NO,YES,6,3,265,208,17,YES,5,"1,426",825,18,6,1940000,6482000
Dhaka,Dhaka,POLASHBARI HAZI JOUYNUDDIN JUIOR SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,NO, RURAL,INDUSTRIAL AREA,NO,No,YES,NO,2,3,NO,YES,0,0,64,64,12,NO,1,290,162,11,2,1380000,3961500
Dhaka,Dhaka,KATAKHALI MISER KHAN HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,UPZILA SADAR MUNICIPALITY,PLAIN LAND,NO,No,YES,YES,0,2,NO,YES,0,0,158,128,18,NO,2,850,437,22,5,1920000,7921000
Dhaka,Dhaka,KATAKHALI MISER KHAN HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,UPZILA SADAR MUNICIPALITY,PLAIN LAND,NO,No,YES,YES,0,2,NO,YES,0,0,158,128,18,NO,2,850,437,22,5,1920000,7921000
Dhaka,Dhaka,DHANMONDI HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,YES,CityCorp,PLAIN LAND,YES,Yes,YES,NO,3,1,NO,YES,2,11,45,40,12,YES,0,640,260,22,20,1260000,7920500
Dhaka,Dhaka,KALSHI ISLAMIA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,YES,CityCorp,PLAIN LAND,YES,Yes,YES,NO,2,0,YES,YES,2,8,154,136,15,YES,0,992,553,22,5,1500000,7920000
Dhaka,Dhaka,KALSHI ISLAMIA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,YES,CityCorp,PLAIN LAND,YES,Yes,YES,NO,2,0,YES,YES,2,8,154,136,15,YES,0,992,553,22,5,1500000,7920000
Chattogram,Cumilla,SANKUCHAIL HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,YES,2,8,NO,YES,2,5,206,165,22,YES,3,988,525,19,5,2680000,6844000
Dhaka,Dhaka,NAZIR BAZAR GIRLS' HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,GIRLS,YES,CityCorp,PLAIN LAND,YES,Yes,YES,YES,2,1,YES,YES,5,10,23,21,9,YES,3,182,182,9,8,960000,3240500
Dhaka,Dhaka,NAZIR BAZAR GIRLS' HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,GIRLS,YES,CityCorp,PLAIN LAND,YES,Yes,YES,YES,2,1,YES,YES,5,10,23,21,9,YES,3,182,182,9,8,960000,3240500
Chattogram,Cumilla,PERUL GIRLS HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,YES,1,3,NO,NO,0,0,50,28,7,YES,0,386,256,10,5,880000,3601500
Chattogram,Cumilla,MAHINI HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,Yes,YES,YES,1,1,NO,YES,2,17,81,75,6,YES,0,602,367,11,2,660000,3960500
Chattogram,Cumilla,BHATASHWAR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,YES,1,1,NO,NO,0,0,39,34,6,YES,1,288,168,6,1,660000,2160500
Dhaka,Dhaka,HAZI SAYED ALI KHAN HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,CityCorp,PLAIN LAND,YES,No,YES,YES,1,5,YES,YES,0,0,102,89,11,YES,0,619,344,15,7,1400000,5402500
Dhaka,Dhaka,MILLAT HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,CityCorp,PLAIN LAND,YES,Yes,YES,YES,3,15,YES,YES,40,11,137,137,24,YES,0,"1,672",721,52,31,3300000,18727500
Chattogram,Cumilla,GOVERNMENT LABORATORY HIGH SCHOOL,1,GOVERNMENT,School,Secondary ,CO-EDUCATION JOINT,NOT APPLICABLE,CityCorp,PLAIN LAND,NO,Yes,YES,NO,2,1,YES,YES,2,22,180,177,36,YES,0,913,459,27,11,3660000,9720500
Chattogram,Cumilla,GOVERNMENT LABORATORY HIGH SCHOOL,1,GOVERNMENT,School,Secondary ,CO-EDUCATION JOINT,NOT APPLICABLE,CityCorp,PLAIN LAND,NO,Yes,YES,NO,2,1,YES,YES,2,22,180,177,36,YES,0,913,459,27,11,3660000,9720500
Chattogram,Cumilla,BURPRIST HIGH SCHOOL,1,NON-GOVT.,School,Junior Secondary,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,NO,1,0,NO,NO,0,0,23,12,7,YES,0,180,117,6,1,700000,2160000
Chattogram,Cumilla,BURPRIST HIGH SCHOOL,1,NON-GOVT.,School,Junior Secondary,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,NO,1,0,NO,NO,0,0,23,12,7,YES,0,180,117,6,1,700000,2160000
Dhaka,Dhaka,AMIN MODEL TOWN HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,NO, RURAL,PLAIN LAND,YES,Yes,NO,NO,0,0,NO,NO,1,10,169,161,17,NO,1,"1,134",458,16,6,1700000,5760000
Dhaka,Dhaka,NUR MOHAMMAD NURU MIA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,NO,1,0,NO,NO,0,0,249,187,5,NO,0,"1,109",576,27,14,500000,9720000
Dhaka,Dhaka,PISCICULTURE  HOUSING PUBLIC SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,NO,CityCorp,PLAIN LAND,YES,No,YES,YES,1,0,NO,YES,0,0,89,69,16,YES,0,282,91,19,2,1600000,6840000
Dhaka,Dhaka,UTTAR BALUKHANDA P G HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,NO, RURAL,PLAIN LAND,NO,No,YES,NO,1,1,NO,YES,0,0,30,24,5,,0,194,118,6,1,560000,2160500
Dhaka,Dhaka,ARAB MISSION PUBLIC SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,CityCorp,PLAIN LAND,YES,No,YES,NO,1,1,NO,YES,0,0,80,73,5,YES,0,280,149,8,2,560000,2880500
Chattogram,Cumilla,BAGMARA  HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,BOYS,YES,UPZILA SADAR MUNICIPALITY,PLAIN LAND,NO,Yes,YES,NO,2,0,NO,YES,4,10,106,88,10,YES,4,747,0,15,2,1000000,5400000
Chattogram,Cumilla,BAGMARA  HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,BOYS,YES,UPZILA SADAR MUNICIPALITY,PLAIN LAND,NO,Yes,YES,NO,2,0,NO,YES,4,10,106,88,10,YES,4,747,0,15,2,1000000,5400000
Chattogram,Cumilla,KURAKHAL HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,NO,2,2,NO,YES,0,0,66,42,7,NO,0,328,192,9,2,820000,3241000
Chattogram,Cumilla,KURAKHAL HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,NO,2,2,NO,YES,0,0,66,42,7,NO,0,328,192,9,2,820000,3241000
Chattogram,Cumilla,SONDAIL HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,NO,1,1,NO,NO,2,0,76,47,6,YES,2,557,314,11,0,660000,3960500
Dhaka,Dhaka,UTTAR KHAN UNION M H SCHOOL,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,YES,CityCorp,PLAIN LAND,YES,Yes,YES,NO,2,0,NO,YES,6,31,170,124,21,YES,3,"1,010",477,21,8,2100000,7560000
Chattogram,Cumilla,SHASANPAR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,Yes,YES,NO,2,4,NO,YES,0,0,24,21,7,NO,0,347,221,9,2,940000,3242000
Chattogram,Cumilla,SHASANPAR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,Yes,YES,NO,2,4,NO,YES,0,0,24,21,7,NO,0,347,221,9,2,940000,3242000
Dhaka,Dhaka,MUGDA PARA KAZI ZAFOR AHMED HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,YES,CityCorp,PLAIN LAND,YES,No,NO,NO,0,0,NO,NO,0,0,88,83,15,YES,3,589,282,18,8,1500000,6480000
Chattogram,Cumilla,COMILLA ZILLA SCHOOL,1,GOVERNMENT,School,Secondary ,BOYS,NOT APPLICABLE,CityCorp,PLAIN LAND,NO,Yes,YES,YES,0,37,YES,YES,3,37,395,395,25,YES,6,"2,035",0,45,23,4720000,16218500
Chattogram,Cumilla,BIJOYPUR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,YES,2,2,NO,YES,2,5,100,77,21,YES,5,814,451,12,4,2220000,4321000
Chattogram,Cumilla,BIJOYPUR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,YES,2,2,NO,YES,2,5,100,77,21,YES,5,814,451,12,4,2220000,4321000
Chattogram,Cumilla,KOILAIN TULPAI HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,YES,1,3,NO,YES,2,0,76,58,12,YES,3,484,289,14,4,1380000,5041500
Chattogram,Cumilla,KADABA TALAGRAM T.C LAHA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,UPZILA SADAR MUNICIPALITY,PLAIN LAND,YES,Yes,YES,YES,2,13,YES,YES,3,10,204,132,23,YES,5,"1,014",438,12,4,3080000,4326500
Chattogram,Cumilla,DHOPA KHILA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,YES,2,1,NO,YES,4,8,69,44,8,NO,0,344,199,9,0,860000,3240500
Dhaka,Dhaka,BAKCHAR ADARSHA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,CityCorp,PLAIN LAND,NO,Yes,YES,NO,2,13,NO,YES,1,11,105,84,7,YES,2,232,119,6,1,1480000,2166500
Dhaka,Dhaka,BAKCHAR ADARSHA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,CityCorp,PLAIN LAND,NO,Yes,YES,NO,2,13,NO,YES,1,11,105,84,7,YES,2,232,119,6,1,1480000,2166500
Dhaka,Dhaka,KHILGAON IDEAL SCHOOL,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,NOT APPLICABLE,CityCorp,PLAIN LAND,YES,No,NO,NO,0,0,NO,NO,0,0,68,66,12,NO,2,667,322,40,28,1200000,14400000
Dhaka,Dhaka,KHILGAON IDEAL SCHOOL,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,NOT APPLICABLE,CityCorp,PLAIN LAND,YES,No,NO,NO,0,0,NO,NO,0,0,68,66,12,NO,2,667,322,40,28,1200000,14400000
Dhaka,Dhaka,NATIONAL IDEAL SCHOOL,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,NO,CityCorp,PLAIN LAND,YES,Yes,YES,NO,4,10,YES,YES,1,25,243,242,143,YES,3,"7,991","3,675",246,189,14900000,88565000
Dhaka,Dhaka,M.A.SATTAR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,CityCorp,INDUSTRIAL AREA,YES,No,YES,NO,1,2,NO,YES,2,0,136,115,21,YES,3,642,357,15,5,2220000,5401000
Chattogram,Cumilla,BAHER CHAR FAZLUL HOQUE HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,RIVER SIDE/CHAR,YES,Yes,YES,YES,2,20,NO,YES,4,17,152,68,14,YES,3,906,544,7,1,2600000,2530000
Chattogram,Cumilla,BAHER CHAR FAZLUL HOQUE HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,RIVER SIDE/CHAR,YES,Yes,YES,YES,2,20,NO,YES,4,17,152,68,14,YES,3,906,544,7,1,2600000,2530000
Dhaka,Dhaka,JUNIOR LABORATORY HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,NO,CityCorp,PLAIN LAND,YES,Yes,YES,NO,2,9,YES,YES,2,15,135,133,26,YES,1,694,252,54,15,3140000,19444500
Chattogram,Cumilla,DHAKKHI SAMPUR  ALI  NEWAZ BHUIYAN TECNICAL HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,NO, RURAL,PLAIN LAND,YES,No,YES,NO,1,4,NO,YES,0,0,71,43,7,YES,0,338,161,9,5,940000,3242000
Dhaka,Dhaka,SAVAR ADHARCHANDRA GOVT. HIGH SCHOOL,1,GOVERNMENT,School,Secondary ,CO-EDUCATION JOINT,YES,UPZILA SADAR MUNICIPALITY,PLAIN LAND,YES,Yes,YES,NO,8,30,NO,YES,6,17,269,225,5,,0,"2,168",928,27,11,2300000,9735000
Dhaka,Dhaka,HAZI JAN MOHAMMAD JUNIOR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,NO, RURAL,PLAIN LAND,YES,No,YES,YES,1,2,NO,YES,0,0,611,461,9,YES,2,993,514,11,2,1020000,3961000
Chattogram,Cumilla,DARORA DINESH CHANDRA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,YES,1,0,YES,YES,0,0,217,110,18,NO,2,907,503,10,2,1800000,3600000
Chattogram,Cumilla,DARORA DINESH CHANDRA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,YES,1,0,YES,YES,0,0,217,110,18,NO,2,907,503,10,2,1800000,3600000
Chattogram,Cumilla,LAKSHMIPUR SHAHID SMRITE GIRLS HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,GIRLS,YES, RURAL,PLAIN LAND,NO,No,YES,YES,1,1,NO,YES,1,0,24,22,13,YES,2,303,303,9,4,1360000,3240500
Chattogram,Cumilla,LAKSHMIPUR SHAHID SMRITE GIRLS HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,GIRLS,YES, RURAL,PLAIN LAND,NO,No,YES,YES,1,1,NO,YES,1,0,24,22,13,YES,2,303,303,9,4,1360000,3240500
Dhaka,Dhaka,JOYPARA PILOT GOVT. HIGH SCHOOL,1,GOVERNMENT,School,Secondary ,CO-EDUCATION JOINT,YES,UPZILA SADAR MUNICIPALITY,PLAIN LAND,YES,Yes,YES,NO,9,0,YES,YES,1,10,237,160,27,YES,5,"1,929",458,31,2,2700000,11160000
Chattogram,Cumilla,BEGUM JAHANARA HAQUE GIRLS HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,GIRLS,YES, RURAL,PLAIN LAND,YES,Yes,NO,NO,1,4,YES,NO,1,4,99,38,12,YES,1,448,448,11,3,1440000,3962000
Chattogram,Cumilla,BEGUM JAHANARA HAQUE GIRLS HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,GIRLS,YES, RURAL,PLAIN LAND,YES,Yes,NO,NO,1,4,YES,NO,1,4,99,38,12,YES,1,448,448,11,3,1440000,3962000
Dhaka,Dhaka,SUTAR PARA ABDUL HAMED HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,UPZILA SADAR MUNICIPALITY,PLAIN LAND,NO,Yes,YES,NO,1,6,NO,YES,0,0,112,64,11,NO,3,510,264,11,1,1460000,3963000
Dhaka,Dhaka,AGRANI HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,UPZILA SADAR MUNICIPALITY,PLAIN LAND,YES,No,YES,YES,1,4,YES,YES,0,0,92,77,13,NO,0,444,201,10,0,1540000,3602000
Dhaka,Dhaka,AGRANI HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,UPZILA SADAR MUNICIPALITY,PLAIN LAND,YES,No,YES,YES,1,4,YES,YES,0,0,92,77,13,NO,0,444,201,10,0,1540000,3602000
Chattogram,Cumilla,ETHBARPUR AZAM HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,YES,2,2,NO,YES,0,0,108,79,9,YES,2,903,492,12,5,1020000,4321000
Dhaka,Dhaka,GAWAIR ADARSHA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,CityCorp,PLAIN LAND,YES,Yes,YES,NO,1,22,NO,YES,1,21,193,139,21,YES,2,519,268,21,10,3420000,7571000
Dhaka,Dhaka,GAWAIR ADARSHA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,CityCorp,PLAIN LAND,YES,Yes,YES,NO,1,22,NO,YES,1,21,193,139,21,YES,2,519,268,21,10,3420000,7571000
Dhaka,Dhaka,SONAKANDA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,NO,1,2,NO,YES,0,0,63,48,8,NO,1,555,254,9,2,920000,3241000
Dhaka,Dhaka,DAKSHIN KHAN ADARSHA GIRL'S HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,GIRLS,YES,CityCorp,PLAIN LAND,YES,No,NO,NO,4,8,NO,YES,0,0,208,194,18,YES,3,"1,626","1,463",38,0,2280000,13684000
Dhaka,Dhaka,JANATABUG HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,YES,CityCorp,PLAIN LAND,YES,Yes,YES,NO,1,21,YES,YES,5,23,99,81,5,NO,1,703,358,24,0,1760000,8650500
Dhaka,Dhaka,JANATABUG HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,YES,CityCorp,PLAIN LAND,YES,Yes,YES,NO,1,21,YES,YES,5,23,99,81,5,NO,1,703,358,24,0,1760000,8650500
Chattogram,Cumilla,CHAR BAKOR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,YES,1,3,NO,YES,3,0,62,40,10,YES,3,405,225,11,2,1180000,3961500
Chattogram,Cumilla,CHAR BAKOR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,YES,1,3,NO,YES,3,0,62,40,10,YES,3,405,225,11,2,1180000,3961500
