Program,Year,Period,Week Ending,Geo Level,State,State ANSI,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Price
SURVEY,2009,YEAR,,STATE,IOWA,19.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,13300000.00
SURVEY,1901,YEAR,,STATE,ARIZONA,4.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,222000.00
SURVEY,1947,YEAR,,STATE,CONNECTICUT,9.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,11.00
SURVEY,1972,YEAR,,STATE,KANSAS,20.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,130000000.00
SURVEY,2015,YEAR - AUG FORECAST,,STATE,NEW YORK,36.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,670000.00
SURVEY,2005,YEAR,,STATE,LOUISIANA,22.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,18.00
SURVEY,1870,YEAR,,STATE,INDIANA,18.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,91838000.00
SURVEY,1934,YEAR,,STATE,WASHINGTON,53.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,9000.00
SURVEY,1995,YEAR,,STATE,NEW YORK,36.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,14.00
SURVEY,1988,YEAR,,STATE,MARYLAND,24.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,95000.00
SURVEY,1900,YEAR,,STATE,KANSAS,20.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,7472000.00
SURVEY,1918,YEAR,,STATE,NEW YORK,36.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,26350000.00
SURVEY,1956,YEAR,,STATE,COLORADO,8.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,8568000.00
SURVEY,1903,YEAR,,STATE,MAINE,23.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,754000.00
SURVEY,1936,YEAR,,STATE,MARYLAND,24.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,477000.00
SURVEY,1940,YEAR,,STATE,ARKANSAS,5.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,2000.00
SURVEY,2006,YEAR,,STATE,NORTH CAROLINA,37.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,18.00
SURVEY,1959,YEAR,,STATE,MISSISSIPPI,28.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,35898000.00
SURVEY,1912,YEAR,,STATE,NEW MEXICO,35.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,132000.00
SURVEY,1982,YEAR,,STATE,ARKANSAS,5.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,30000.00
SURVEY,1917,YEAR,,STATE,TEXAS,48.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,4750000.00
SURVEY,1938,YEAR,,STATE,OKLAHOMA,40.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,33040000.00
SURVEY,1882,YEAR,,STATE,OREGON,41.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,6000.00
SURVEY,1999,YEAR,,STATE,FLORIDA,12.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,3720000.00
SURVEY,1959,YEAR,,STATE,MAINE,23.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,11.20
SURVEY,1920,YEAR,,STATE,NEW MEXICO,35.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,4820000.00
SURVEY,1970,YEAR,,STATE,KENTUCKY,21.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,13.00
SURVEY,1942,YEAR,,STATE,WYOMING,56.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,840000.00
SURVEY,1947,YEAR,,STATE,MINNESOTA,27.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,7.20
SURVEY,1988,YEAR,,STATE,NEW YORK,36.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,540000.00
SURVEY,1872,YEAR,,STATE,OREGON,41.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,106000.00
SURVEY,1990,YEAR,,STATE,UTAH,49.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,2660000.00
SURVEY,1931,YEAR,,STATE,CONNECTICUT,9.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,13000.00
SURVEY,1930,YEAR,,STATE,RHODE ISLAND,44.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,82000.00
SURVEY,1942,YEAR,,STATE,DELAWARE,10.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,3000.00
SURVEY,1953,YEAR,,STATE,TENNESSEE,47.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,7.50
SURVEY,1917,YEAR,,STATE,GEORGIA,13.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,59080000.00
SURVEY,1955,YEAR,,STATE,WASHINGTON,53.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,20000.00
SURVEY,1944,YEAR,,STATE,NEW JERSEY,34.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,62000.00
SURVEY,1887,YEAR,,STATE,NORTH DAKOTA,38.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,15000.00
SURVEY,1945,YEAR,,STATE,GEORGIA,13.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,5.00
SURVEY,1948,YEAR,,STATE,UTAH,49.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,20000.00
SURVEY,1941,YEAR,,STATE,LOUISIANA,22.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,3000.00
SURVEY,1878,YEAR,,STATE,OHIO,39.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,3450000.00
SURVEY,1895,YEAR,,STATE,CONNECTICUT,9.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,60000.00
SURVEY,1991,YEAR,,STATE,WYOMING,56.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,19.00
SURVEY,1898,YEAR,,STATE,MICHIGAN,26.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,45760000.00
SURVEY,2015,YEAR,,STATE,WYOMING,56.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,23.00
SURVEY,2009,YEAR,,STATE,WEST VIRGINIA,54.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,3780000.00
SURVEY,1956,YEAR,,STATE,ILLINOIS,17.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,8477000.00
SURVEY,1891,YEAR,,STATE,ALABAMA,1.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,2540000.00
SURVEY,1987,YEAR,,STATE,MISSISSIPPI,28.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,13.00
SURVEY,2002,YEAR,,STATE,NEW MEXICO,35.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,49000.00
SURVEY,1956,YEAR,,STATE,VERMONT,50.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,50000.00
SURVEY,1969,YEAR,,STATE,PENNSYLVANIA,42.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,868000.00
SURVEY,1940,YEAR,,STATE,WEST VIRGINIA,54.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,11000.00
SURVEY,2013,YEAR,,STATE,NEW MEXICO,35.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,79000.00
SURVEY,1893,YEAR,,STATE,VERMONT,50.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,79000.00
SURVEY,1949,YEAR,,STATE,KANSAS,20.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,64153000.00
SURVEY,1958,YEAR,,STATE,OREGON,41.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,16000.00
SURVEY,1937,YEAR,,STATE,MAINE,23.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,76000.00
SURVEY,1960,YEAR,,STATE,UTAH,49.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,3000.00
SURVEY,1931,YEAR,,STATE,MICHIGAN,26.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,924000.00
SURVEY,1893,YEAR,,STATE,MICHIGAN,26.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,1080000.00
SURVEY,1981,YEAR,,STATE,DELAWARE,10.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,12.20
SURVEY,1947,YEAR,,STATE,WEST VIRGINIA,54.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,11000.00
SURVEY,2014,YEAR,,STATE,NEVADA,32.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,20.00
SURVEY,1953,YEAR,,STATE,WEST VIRGINIA,54.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,6401000.00
SURVEY,1962,YEAR,,STATE,TENNESSEE,47.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,36162000.00
SURVEY,1949,YEAR,,STATE,TEXAS,48.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,2346000.00
SURVEY,1885,YEAR,,STATE,PENNSYLVANIA,42.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,49700000.00
SURVEY,1992,YEAR,,STATE,IOWA,19.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,230000.00
SURVEY,1970,YEAR,,STATE,VERMONT,50.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,75000.00
SURVEY,1877,YEAR,,STATE,KANSAS,20.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,99484000.00
SURVEY,1958,YEAR,,STATE,VERMONT,50.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,10.30
SURVEY,1934,YEAR,,STATE,MONTANA,30.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,13000.00
SURVEY,1918,YEAR,,STATE,NEVADA,32.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,64000.00
SURVEY,1941,YEAR,,STATE,CALIFORNIA,6.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,45000.00
SURVEY,1872,YEAR,,STATE,MINNESOTA,27.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,245000.00
SURVEY,1938,YEAR,,STATE,MINNESOTA,27.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,627000.00
SURVEY,1948,YEAR,,STATE,WASHINGTON,53.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,6000.00
SURVEY,1987,YEAR,,STATE,FLORIDA,12.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,7245000.00
SURVEY,1952,YEAR,,STATE,MINNESOTA,27.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,8.30
SURVEY,1914,YEAR,,STATE,ALABAMA,1.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,36400000.00
SURVEY,1954,YEAR,,STATE,NEBRASKA,31.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,5.50
SURVEY,1997,YEAR,,STATE,MINNESOTA,27.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,15.00
SURVEY,1987,YEAR,,STATE,TEXAS,48.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,1250000.00
SURVEY,1957,YEAR,,STATE,FLORIDA,12.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,7.50
SURVEY,1909,YEAR,,STATE,WYOMING,56.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,12000.00
SURVEY,1921,YEAR,,STATE,OKLAHOMA,40.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,3388000.00
SURVEY,1940,YEAR,,STATE,IOWA,19.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,8624000.00
SURVEY,1905,YEAR,,STATE,KENTUCKY,21.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,102950000.00
SURVEY,1997,YEAR,,STATE,NEW YORK,36.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,15.00
SURVEY,1937,YEAR,,STATE,UTAH,49.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,9.00
SURVEY,1930,YEAR,,STATE,DELAWARE,10.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,3000.00
SURVEY,1993,YEAR,,STATE,DELAWARE,10.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,4000.00
SURVEY,1905,YEAR,,STATE,FLORIDA,12.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,615000.00
SURVEY,1999,YEAR,,STATE,SOUTH DAKOTA,46.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,3250000.00
SURVEY,1920,YEAR,,STATE,CALIFORNIA,6.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,8.50
SURVEY,2013,YEAR,,STATE,MASSACHUSETTS,25.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,18.00
SURVEY,2007,YEAR,,STATE,NEVADA,32.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,25.00
SURVEY,1912,YEAR,,STATE,MASSACHUSETTS,25.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,2451000.00
SURVEY,1966,YEAR,,STATE,IOWA,19.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,10132000.00
SURVEY,2009,YEAR,,STATE,NORTH DAKOTA,38.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,200100000.00
SURVEY,1959,YEAR,,STATE,DELAWARE,10.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,10.50
SURVEY,1956,YEAR,,STATE,WEST VIRGINIA,54.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,6800000.00
SURVEY,2000,YEAR,,STATE,CALIFORNIA,6.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,330000.00
SURVEY,1975,YEAR,,STATE,MISSOURI,29.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,10.00
SURVEY,1976,YEAR,,STATE,NORTH CAROLINA,37.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,150400000.00
SURVEY,2012,YEAR,,STATE,NEVADA,32.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,6000.00
SURVEY,1928,YEAR,,STATE,MISSOURI,29.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,6.20
SURVEY,1913,YEAR,,STATE,MONTANA,30.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,30000.00
SURVEY,2012,YEAR,,STATE,OKLAHOMA,40.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,32450000.00
SURVEY,1941,YEAR,,STATE,IDAHO,16.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,8000.00
SURVEY,2004,YEAR,,STATE,CALIFORNIA,6.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,385000.00
SURVEY,2006,YEAR,,STATE,MISSISSIPPI,28.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,10000.00
SURVEY,1999,YEAR,,STATE,NORTH DAKOTA,38.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,655000.00
SURVEY,1879,YEAR,,STATE,ILLINOIS,17.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,9019000.00
SURVEY,2010,YEAR,,STATE,IDAHO,16.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,25.00
SURVEY,1932,YEAR,,STATE,VIRGINIA,51.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,74000.00
SURVEY,1959,YEAR,,STATE,DELAWARE,10.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,6000.00
SURVEY,1938,YEAR,,STATE,TEXAS,48.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,30000.00
SURVEY,1933,YEAR,,STATE,WASHINGTON,53.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,483000.00
SURVEY,1929,YEAR,,STATE,INDIANA,18.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,6.80
SURVEY,1934,YEAR,,STATE,MONTANA,30.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,1.50
SURVEY,1996,YEAR,,STATE,NORTH DAKOTA,38.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,140000.00
SURVEY,1889,YEAR,,STATE,MAINE,23.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,28000.00
SURVEY,1982,YEAR,,STATE,SOUTH CAROLINA,45.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,16.00
SURVEY,1927,YEAR,,STATE,ARIZONA,4.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,552000.00
SURVEY,1953,YEAR,,STATE,OHIO,39.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,184690000.00
SURVEY,2008,YEAR,,STATE,OKLAHOMA,40.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,320000.00
SURVEY,1983,YEAR,,STATE,SOUTH CAROLINA,45.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,17050000.00
SURVEY,1920,YEAR,,STATE,MISSISSIPPI,28.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,10000.00
SURVEY,1919,YEAR,,STATE,WISCONSIN,55.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,8.00
SURVEY,2015,YEAR - AUG FORECAST,,STATE,NEBRASKA,31.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,8900000.00
SURVEY,1967,YEAR,,STATE,MICHIGAN,26.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,343000.00
SURVEY,2014,YEAR,,STATE,OREGON,41.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,25.00
SURVEY,1997,YEAR,,STATE,PENNSYLVANIA,42.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,98980000.00
SURVEY,1932,YEAR,,STATE,FLORIDA,12.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,6094000.00
SURVEY,1925,YEAR,,STATE,DELAWARE,10.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,7.00
SURVEY,1992,YEAR,,STATE,NEBRASKA,31.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,280000.00
SURVEY,1884,YEAR,,STATE,DELAWARE,10.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,196000.00
SURVEY,1889,YEAR,,STATE,CALIFORNIA,6.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,76000.00
SURVEY,1965,YEAR,,STATE,DELAWARE,10.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,9000.00
SURVEY,1895,YEAR,,STATE,OREGON,41.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,17000.00
SURVEY,1907,YEAR,,STATE,MARYLAND,24.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,19825000.00
SURVEY,2009,YEAR,,STATE,NEW JERSEY,34.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,17.50
SURVEY,1927,YEAR,,STATE,DELAWARE,10.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,3000.00
SURVEY,2013,YEAR,,STATE,VERMONT,50.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,15.00
SURVEY,1957,YEAR,,STATE,OKLAHOMA,40.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,5.20
SURVEY,1985,YEAR,,STATE,WISCONSIN,55.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,900000.00
SURVEY,1950,YEAR,,STATE,MONTANA,30.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,300000.00
SURVEY,1935,YEAR,,STATE,DELAWARE,10.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,9.00
SURVEY,1948,YEAR,,STATE,NEW YORK,36.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,164000.00
SURVEY,2001,YEAR,,STATE,ILLINOIS,17.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,115000.00
SURVEY,1976,YEAR,,STATE,MICHIGAN,26.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,2340000.00
SURVEY,1959,YEAR,,STATE,CALIFORNIA,6.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,14.50
SURVEY,1966,YEAR,,STATE,KANSAS,20.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,59682000.00
SURVEY,1971,YEAR,,STATE,SOUTH DAKOTA,46.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,2626000.00
SURVEY,1989,YEAR,,STATE,NEW HAMPSHIRE,33.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,17000.00
SURVEY,1973,YEAR,,STATE,LOUISIANA,22.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,57000.00
