,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
31037,16.9,2010-06-16,-74.010375,40.70435,-73.984532,40.66405,1
31038,6.5,2013-09-12,-73.983968,40.746417,-73.979942,40.75579,1
31039,16.9,2011-07-24,-73.982539,40.75713,-73.957536,40.71163,1
31040,9.0,2012-10-28,-73.988759,40.763971,-73.980798,40.741989,2
31041,2.9,2009-08-17,-73.979944,40.784078,-73.981413,40.780789,1
31042,13.7,2010-10-05,-73.99336,40.740345,-73.975825,40.79455,5
31043,4.5,2015-04-27,-73.98866272,40.75237656,-73.98249054,40.75544357,1
31044,6.9,2011-05-03,-73.977428,40.732645,-73.97795,40.752322,2
31045,7.3,2010-05-02,-73.981177,40.720623,-74.001963,40.708125,5
31046,12.5,2013-11-04,-73.9833,40.76621,-73.949522,40.772482,1
31047,7.7,2009-01-30,-73.970382,40.76798,-73.954229,40.778827,1
31048,10.1,2009-04-08,-73.97681,40.785068,-73.98699,40.756287,2
31049,5.7,2010-08-12,-73.993442,40.747148,-74.006245,40.741397,1
31050,7.5,2015-06-18,-74.00949097,40.71521759,-73.99584961,40.71850967,1
31051,4.0,2015-01-21,-73.96871185,40.76425552,-73.9653244,40.7689743,1
31052,7.7,2009-07-16,-73.988088,40.747413,-74.00739,40.743247,2
31053,6.1,2011-03-04,-73.97895708,39.60970718,-73.98241563,40.76828074,1
31054,9.8,2009-04-08,-73.987915,40.728384,-74.016806,40.71015,3
31055,5.7,2010-07-25,-73.98992,40.754033,-74.00022,40.738089,1
31056,10.1,2009-10-04,-73.995487,40.720917,-73.985143,40.686557,1
31057,9.0,2013-10-15,-73.994718,40.750447,-73.978832,40.767182,1
31058,14.5,2010-11-20,-73.98695,40.761107,-73.945511,40.828071,2
31059,6.9,2012-02-14,-73.978257,40.748377,-74.001773,40.756265,1
31060,6.9,2012-07-15,-74.004075,40.738092,-73.995495,40.760465,1
31061,12.5,2012-12-29,-73.992095,40.731237,-73.967829,40.762189,2
31062,45.5,2014-07-15,-73.87087,40.773742,-73.927535,40.624402,3
31063,10.9,2012-01-14,-73.983148,40.721261,-73.982718,40.731025,1
31064,4.1,2011-03-08,-73.986189,40.761818,-73.985272,40.758053,1
31065,7.0,2014-08-30,-74.001638,40.735505,-73.987002,40.72995,1
31066,4.0,2014-12-24,-73.99096,40.730136,-73.989098,40.733373,1
31067,4.9,2009-04-11,-73.973902,40.7648,-73.972737,40.75659,1
31068,6.5,2012-10-24,-74.001347,40.728777,-73.986237,40.726087,3
31069,4.1,2009-02-27,-73.977743,40.755688,-73.980213,40.761162,1
31070,19.5,2013-10-25,-74.000259,40.742883,-73.959578,40.771005,1
31071,7.5,2014-02-09,-73.974888,40.756715,-73.990381,40.756654,1
31072,10.0,2015-04-07,-73.98735046,40.73576355,-74.00711823,40.71876907,1
31073,12.5,2012-11-02,-73.95752,40.718064,-73.984467,40.728641,1
31074,4.9,2010-09-14,-73.979685,40.766062,-74.001515,40.737285,5
31075,13.0,2012-11-14,-73.95403,40.784855,-73.969523,40.762729,1
31076,4.1,2009-11-19,-73.99933,40.734071,-73.991738,40.744178,2
31077,26.1,2012-07-13,-73.971318,40.751001,-73.861775,40.768389,1
31078,6.5,2015-03-04,-73.98186493,40.75251007,-73.99021149,40.74682617,1
31079,4.5,2013-01-20,-73.979067,40.728017,-73.979067,40.728017,1
31080,13.0,2013-07-18,-73.961003,40.78072,-73.97898,40.76182,1
31081,7.5,2013-11-09,-73.978905,40.777289,-73.979529,40.767001,1
31082,14.9,2009-01-03,-73.870377,40.77338,-73.91723,40.758863,1
31083,5.0,2014-10-03,-73.983704,40.726013,-73.979824,40.735345,1
31084,10.5,2011-08-01,-73.991069,40.739203,-73.996294,40.763563,1
31085,4.9,2010-04-18,-73.977691,40.746566,-73.97769,40.746568,1
31086,8.0,2013-05-18,-73.973151,40.744352,-73.98461,40.742505,3
31087,5.0,2014-09-24,-73.983735,40.749591,-73.992388,40.742822,1
31088,6.1,2011-03-23,-73.987048,40.768735,-73.988032,40.756472,1
31089,9.7,2010-12-17,-73.989749,40.752099,-73.984975,40.737037,1
31090,13.0,2015-03-08,-73.99176025,40.75001907,-73.95759583,40.76853561,1
31091,6.0,2012-12-19,-73.985885,40.766332,-73.99253,40.76875,1
31092,14.0,2014-10-11,-73.995672,40.7253,-73.960895,40.761075,2
31093,8.5,2013-09-17,-73.948197,40.77894,-73.952462,40.799576,1
31094,10.1,2009-03-22,-73.972642,40.753093,-73.923668,40.743575,2
31095,8.5,2011-04-28,-73.973193,40.786664,-73.955756,40.777013,1
31096,18.5,2012-04-20,-73.962965,40.717274,-73.99362,40.722333,2
31097,5.7,2011-01-30,-73.985657,40.740773,-73.991947,40.725425,2
31098,4.9,2012-08-01,-73.983842,40.746533,-73.974292,40.747477,1
31099,11.3,2012-06-16,-74.010845,40.71026,-73.989644,40.756512,3
31100,11.0,2014-12-24,-73.98251,40.745892,-73.959475,40.763527,6
31101,8.5,2014-08-01,-73.96829,40.770662,-73.980583,40.74757,1
31102,6.9,2009-03-05,-73.976806,40.753445,-73.995355,40.749439,1
31103,6.1,2011-05-12,-74.015407,40.714306,-74.010075,40.732432,1
31104,17.0,2013-08-18,-73.982027,40.752192,-73.931042,40.765797,2
31105,23.5,2013-10-02,-74.00822,40.722043,-73.959633,40.677612,1
31106,7.0,2013-10-17,-73.970155,40.763957,-73.986225,40.753242,1
31107,8.5,2010-11-21,-73.988145,40.745813,-74.003358,40.723003,2
31108,7.3,2009-02-24,-73.966864,40.760143,-73.97196,40.74805,1
31109,9.5,2014-12-18,0.0,0.0,0.0,0.0,3
31110,12.1,2012-06-29,-73.985908,40.761808,-73.992152,40.722572,2
31111,28.04,2010-10-11,-73.870506,40.773622,-73.950844,40.780198,2
31112,10.5,2012-05-10,-73.991122,40.755694,-73.9514,40.769837,2
31113,5.5,2015-04-12,-73.96746826,40.75631332,-73.98323822,40.75866318,1
31114,6.1,2012-08-18,-73.94436,40.714406,-73.930729,40.703917,1
31115,3.7,2010-01-27,-73.971702,40.762808,-73.968163,40.767977,1
31116,4.2,2009-03-04,-73.977407,40.78742,-73.981681,40.77971,1
31117,9.3,2011-04-30,-73.99271,40.694026,-73.99187,40.721856,1
31118,10.5,2014-01-27,-73.98206,40.768122,-73.980145,40.78982,1
31119,15.7,2009-09-19,-73.979332,40.776746,-73.943135,40.721769,2
31120,8.5,2012-04-04,-73.974786,40.750158,-73.990514,40.723356,1
31121,8.1,2012-08-03,-73.978474,40.751864,-73.97989,40.76514,1
31122,4.5,2011-03-05,-73.978652,40.737086,-73.98933,40.736604,1
31123,12.0,2015-03-31,-73.97986603,40.74932098,-73.98195648,40.7596283,2
31124,16.5,2012-07-18,-73.979552,40.78186,-74.009975,40.721065,1
31125,9.0,2014-06-28,-73.980575,40.733951,-73.992405,40.748807,1
31126,7.7,2010-06-02,-74.007232,40.743368,-73.988922,40.737263,1
31127,6.1,2009-02-04,-73.990953,40.75593,-73.983867,40.748818,1
31128,4.1,2010-06-03,-74.001562,40.741152,-73.992132,40.746847,2
31129,4.2,2009-02-22,-74.007492,40.74009,-74.00602,40.742984,4
31130,4.5,2011-03-22,-73.987185,40.750795,-73.979778,40.760971,2
31131,4.9,2011-05-19,-73.988397,40.748588,-73.985122,40.757749,1
31132,6.9,2010-02-22,-73.998397,40.724563,-73.988547,40.746847,3
31133,8.5,2013-03-30,-73.978392,40.778062,-73.95537,40.773487,1
31134,5.7,2010-10-13,-73.969192,40.785717,-73.981122,40.773794,1
31135,6.0,2012-12-18,-73.974635,40.761765,-73.982927,40.75045,1
31136,7.3,2009-05-28,-74.015115,40.709477,-74.00372,40.723595,1
31137,13.3,2009-06-20,-73.984328,40.728896,-73.970723,40.751534,1
31138,17.3,2011-12-20,-73.979391,40.776935,-73.994838,40.724826,1
31139,12.0,2013-08-03,-73.988285,40.749219,-73.953492,40.78205,2
31140,3.7,2011-02-17,-74.010082,40.720815,-74.011968,40.713982,1
31141,4.5,2010-06-30,-73.96434,40.760403,-73.972803,40.758042,5
31142,11.3,2010-04-20,-73.981915,40.762473,-73.998315,40.722765,2
31143,7.5,2015-06-07,-73.9810791,40.75043488,-73.96175385,40.77384567,1
31144,8.9,2010-06-05,-73.999964,40.742872,-73.98877,40.726883,1
31145,6.2,2009-02-13,-73.982099,40.778218,-73.985747,40.76817,1
31146,9.7,2009-12-20,-73.98643,40.72212,-74.002868,40.738157,2
31147,13.0,2014-01-23,-73.965767,40.754595,-73.970228,40.78573,2
31148,7.7,2011-06-30,-73.98843,40.753912,-73.984022,40.741527,1
31149,13.3,2010-01-04,-74.00468,40.768895,-73.978805,40.736697,1
31150,6.9,2012-03-31,-73.983447,40.738622,-74.003427,40.743577,5
31151,4.1,2011-02-06,-73.981316,40.749586,-73.988127,40.750036,2
31152,7.5,2013-04-10,-73.97178,40.754357,-73.985405,40.760015,1
31153,12.5,2015-01-26,0.0,0.0,0.0,0.0,2
31154,8.5,2013-09-04,-73.969935,40.760207,-73.954117,40.775432,5
31155,6.1,2009-11-07,-73.958512,40.713115,-73.95435,40.730882,1
31156,7.3,2012-03-06,-73.983933,40.747108,-73.973507,40.75931,5
31157,11.5,2014-10-04,-74.00627,40.734047,-73.990037,40.723272,2
31158,5.3,2010-05-26,-73.999727,40.679161,-73.992161,40.691806,1
31159,18.5,2011-09-29,-74.01597,40.71048,-73.960427,40.768715,2
31160,18.9,2010-08-31,-74.004943,40.715865,-73.99466,40.728188,2
31161,12.5,2011-11-16,-73.96766,40.763035,-73.959548,40.806202,5
31162,24.8,2013-02-12,-73.87245,40.774149,-73.939162,40.808454,1
31163,4.0,2013-12-07,-74.001935,40.750667,-74.00108,40.746287,1
31164,6.5,2011-10-06,-73.938148,40.760898,-73.945025,40.764873,5
31165,8.0,2013-05-04,-73.92368,40.743927,-73.926702,40.76256,1
31166,8.5,2010-08-25,-74.00104,40.725895,-73.973726,40.743604,1
31167,4.5,2014-05-07,-73.979495,40.784543,-73.979254,40.777554,3
31168,14.0,2015-04-22,-74.00561523,40.72568512,-73.96396637,40.75638962,1
31169,8.1,2011-09-26,-73.997675,40.736252,-73.977973,40.762722,2
31170,10.1,2009-06-17,-73.981974,40.728238,-73.988883,40.757573,2
31171,35.87,2010-06-18,-73.98463,40.761525,-73.861852,40.76845,5
31172,10.0,2013-05-28,-73.936409,40.849608,-73.94886,40.835131,1
31173,52.0,2015-06-20,-74.00762177,40.73267746,-73.77641296,40.64549255,6
31174,6.1,2010-06-21,-73.982038,40.775264,-73.968253,40.787336,2
31175,11.3,2011-02-21,-74.003131,40.749826,-73.959144,40.771884,1
31176,3.7,2011-01-30,-73.992693,40.743045,-73.987688,40.750022,1
31177,6.9,2009-07-25,-73.953729,40.764657,-73.968653,40.754056,2
31178,8.0,2014-03-10,-73.985195,40.76073,-73.98907,40.741627,1
31179,5.0,2014-07-26,-73.952324,40.778326,-73.953078,40.76991,1
31180,4.1,2009-12-12,-73.978105,40.764155,-73.986148,40.767522,5
31181,5.3,2009-10-04,-73.98786,40.759763,-73.982127,40.773653,1
31182,9.5,2013-10-24,-73.98198,40.765343,-73.981341,40.742121,1
31183,16.1,2011-07-07,-73.969917,40.7528,-73.995,40.693372,5
31184,10.1,2011-05-23,-73.986578,40.726012,-73.979757,40.753042,1
31185,17.5,2012-11-25,-73.997065,40.722215,-73.948495,40.778127,1
31186,9.5,2013-09-04,-73.993996,40.75129,-73.976004,40.764693,1
31187,6.9,2012-07-11,-73.973683,40.753943,-73.976893,40.734778,1
31188,12.5,2013-09-12,-73.976469,40.765662,-73.953758,40.771047,1
31189,45.0,2009-09-30,-73.806124,40.684546,-73.98225,40.754074,1
31190,7.3,2011-03-07,-73.983353,40.73902,-73.997303,40.722402,1
31191,6.0,2013-11-19,-73.953544,40.785055,-73.960035,40.776119,1
31192,6.1,2009-12-10,-73.982294,40.768386,-73.976273,40.782273,1
31193,6.5,2012-12-05,-73.987041,40.736272,-73.994626,40.750207,1
31194,7.0,2015-04-16,-73.98160553,40.75501251,-73.9980011,40.75587845,1
31195,2.9,2009-05-27,-73.984098,40.737277,-73.981398,40.738112,1
31196,6.9,2011-10-03,-73.981252,40.767923,-73.980031,40.78807,1
31197,6.0,2013-12-10,-73.977259,40.786958,-73.960827,40.779966,1
31198,16.0,2014-09-08,-73.945958,40.773417,-73.984373,40.75255,1
31199,8.0,2014-08-23,-73.985967,40.75808,-73.991615,40.761345,1
31200,15.0,2014-03-15,-73.998974,40.744474,-73.967227,40.788053,1
31201,20.9,2010-04-16,-73.970394,40.783831,-74.002368,40.729202,2
31202,14.5,2011-06-08,-74.008377,40.719808,-73.977508,40.755554,1
31203,8.0,2012-10-06,-73.971507,40.748,-73.985692,40.72777,5
31204,6.5,2009-01-11,-73.972293,40.745358,-73.953129,40.768218,1
31205,12.9,2010-02-23,-73.98207,40.765157,-73.984163,40.740317,2
31206,5.0,2015-01-25,-73.99189758,40.76980209,-73.98504639,40.76376724,1
31207,11.0,2014-09-29,-73.997224,40.742368,-74.007361,40.705965,1
31208,15.0,2015-02-08,-73.998909,40.73939514,-74.01259613,40.70254517,1
31209,5.7,2010-07-26,-73.97863,40.736804,-73.994967,40.734009,1
31210,9.0,2013-04-30,-73.978922,40.761022,-73.966772,40.771792,6
31211,39.83,2015-01-23,-73.99326324,40.72983551,-73.84721375,40.7248497,1
31212,4.0,2014-01-29,-73.94947,40.776852,-73.946412,40.772432,1
31213,8.0,2014-07-17,-73.977885,40.762923,-73.994886,40.747114,1
31214,6.9,2009-02-23,-73.983522,40.756947,-74.006278,40.749469,1
31215,8.5,2010-04-14,-73.955958,40.7797,-73.970922,40.761892,1
31216,20.5,2010-09-15,-74.007005,40.716142,-74.0001,40.728773,1
31217,9.0,2014-10-10,-73.990909,40.75077,-73.979111,40.736134,1
31218,12.5,2013-03-11,-73.987032,40.720975,-73.97873,40.685692,1
31219,16.5,2014-08-07,-73.94613,40.777462,-74.002008,40.754885,2
31220,4.5,2012-02-29,-73.962654,40.763105,-73.969691,40.753146,1
31221,6.5,2010-07-14,-73.990575,40.761438,-73.987809,40.74098,4
31222,8.5,2009-12-20,-73.978688,40.762687,-73.973533,40.782786,1
31223,5.7,2012-05-08,-73.983547,40.773538,-73.99011,40.766475,5
31224,13.5,2014-06-02,-73.975842,40.751456,-73.98489,40.769032,1
31225,14.5,2013-05-29,0.0,0.0,0.0,0.0,1
31226,49.8,2011-02-28,-73.783455,40.648662,-73.96072,40.775423,1
31227,14.0,2013-06-16,-74.00646,40.738574,-74.010963,40.704407,4
31228,8.5,2011-11-03,-73.963975,40.76613,-73.980685,40.756037,5
31229,25.47,2010-09-05,-73.874495,40.774047,-73.959405,40.767417,2
31230,16.1,2011-08-03,-73.988173,40.737267,-73.928877,40.768172,1
31231,15.5,2014-05-12,-73.953487,40.779541,-73.977162,40.763909,1
31232,9.3,2009-11-14,-73.99865,40.745202,-73.974598,40.779947,2
31233,8.5,2010-10-12,0.0,0.0,0.0,0.0,2
31234,5.3,2009-03-18,-73.987437,40.75533,-73.982683,40.744328,1
31235,4.5,2009-01-10,-73.956028,40.773666,-73.962661,40.765732,1
31236,5.3,2009-06-02,-73.969776,40.784631,-73.97,40.796903,3
31237,18.1,2010-06-05,-73.985373,40.759592,-73.944917,40.707352,1
31238,11.0,2012-09-29,-73.963777,40.768287,-73.98806,40.747502,1
31239,8.9,2011-07-23,-74.000078,40.730495,-74.00618,40.739805,5
31240,9.3,2012-03-04,-73.923403,40.775122,-73.913055,40.774485,1
31241,6.3,2009-04-10,-73.976343,40.744313,-73.990946,40.727587,1
31242,10.1,2011-04-19,-73.977608,40.763475,-73.968682,40.797559,1
31243,5.7,2011-12-28,-73.99026,40.718986,-73.985255,40.728395,1
31244,7.3,2009-01-05,-73.992712,40.758192,-73.994577,40.736787,1
31245,4.5,2012-02-17,-73.978902,40.740683,-73.991073,40.724142,1
31246,5.0,2012-09-10,-73.990302,40.75769,-73.991055,40.749687,2
31247,8.5,2012-11-23,-73.991517,40.738857,-73.99692,40.725165,1
31248,12.1,2010-04-05,-73.994352,40.765787,-73.979807,40.726987,1
31249,16.5,2010-03-12,-73.979923,40.726822,-73.983912,40.775398,1
31250,5.7,2012-01-08,-73.991686,40.75627,-73.973079,40.757163,1
31251,8.1,2012-05-11,-73.953553,40.767383,-73.972308,40.755563,2
31252,18.1,2011-10-05,-73.984407,40.736917,-73.952768,40.786447,1
31253,4.5,2013-02-24,-73.977372,40.756142,-73.983247,40.74974,1
31254,13.7,2009-06-16,-73.991045,40.744895,-74.011227,40.702295,1
31255,13.7,2009-06-23,-73.987299,40.768614,-74.007379,40.727838,1
31256,7.5,2014-02-28,0.0,0.0,0.0,0.0,2
31257,12.5,2013-02-18,-73.978299,40.762722,-74.000043,40.743626,2
31258,8.5,2011-11-22,-73.991273,40.739405,-73.994903,40.750169,1
31259,9.0,2013-11-05,-73.997922,40.724315,-73.989904,40.75029,1
31260,16.5,2015-03-29,-73.9752655,40.78749847,-73.9737854,40.75069427,2
31261,12.0,2013-11-09,-74.006512,40.738734,-74.009963,40.705239,1
31262,7.5,2012-12-21,-73.960553,40.778222,-73.96944,40.76441,1
31263,39.5,2014-06-11,-73.781837,40.644782,-73.827267,40.795442,1
31264,4.5,2009-05-03,-73.969306,40.753614,-73.982669,40.75703,1
31265,11.7,2011-04-04,-73.984433,40.72017,-73.960378,40.770492,1
31266,5.5,2013-01-20,-73.986172,40.74048,-73.99257,40.748742,1
31267,17.0,2014-06-06,-73.885296,40.773153,-73.939064,40.750497,1
31268,5.7,2010-11-15,-73.986763,40.776855,-73.975063,40.79384,2
31269,7.5,2015-05-19,-73.97190857,40.75974274,-73.95928192,40.771595,1
31270,3.7,2012-08-20,-73.98942,40.73448,-73.999429,40.738541,1
31271,10.5,2014-06-21,-73.987815,40.718275,-73.94371,40.710507,5
31272,7.5,2013-08-15,-73.999652,40.733655,-73.988817,40.727002,1
31273,15.0,2013-03-17,-73.974217,40.737002,-73.998745,40.733255,1
31274,4.5,2012-09-01,-73.957197,40.76614,-73.949897,40.776132,3
31275,6.9,2010-10-29,-73.972876,40.758608,-73.955395,40.765794,1
31276,4.5,2011-12-17,-73.991865,40.725913,-73.988873,40.736622,5
31277,6.5,2011-04-23,-73.993277,40.719463,-74.000925,40.736233,2
31278,6.9,2010-05-27,-73.987514,40.744662,-73.986661,40.755251,1
31279,52.0,2012-11-25,-73.789953,40.646855,-74.017108,40.711448,2
31280,20.1,2011-07-06,-73.953488,40.764456,-74.016276,40.712669,1
31281,5.0,2013-09-30,-73.987882,40.770072,-73.980072,40.780592,1
31282,5.3,2012-05-25,-74.000832,40.746339,-73.999726,40.734006,1
31283,8.9,2010-03-31,-73.978546,40.746096,-73.961663,40.779561,1
31284,9.5,2014-04-02,-73.967515,40.771914,-73.993334,40.757377,1
31285,11.3,2009-10-02,-73.954924,40.765412,-73.990815,40.739951,2
31286,4.5,2011-08-05,-73.987202,40.720267,-73.979723,40.727092,1
31287,5.5,2013-06-14,-73.9884,40.737567,-73.994782,40.727492,1
31288,7.3,2012-03-22,-73.988566,40.755744,-73.965352,40.770025,1
31289,6.5,2013-08-14,-73.974897,40.750392,-73.97217,40.76215,1
31290,10.1,2011-01-29,-73.996762,40.737405,-73.96942,40.766287,1
31291,9.0,2013-09-06,-73.993409,40.752589,-73.977873,40.758733,1
31292,5.3,2011-07-14,-73.991977,40.716383,-74.001968,40.708417,1
31293,5.5,2013-05-21,-73.981515,40.774152,-73.972925,40.783547,1
31294,12.0,2013-12-11,-73.956633,40.76799,-73.972635,40.758652,1
31295,18.1,2012-03-12,-73.986345,40.74047,-73.93578,40.80785,1
31296,15.5,2014-08-30,-74.00106,40.725675,-73.96525,40.68513,1
31297,20.0,2013-06-29,-73.996233,40.726715,-73.98318,40.771001,1
31298,14.9,2012-01-27,-73.789455,40.646907,-73.734866,40.671804,2
31299,13.3,2009-02-05,-73.977035,40.764797,-73.959078,40.78324,1
31300,9.5,2013-12-06,-73.985442,40.727781,-73.972193,40.754463,2
31301,14.5,2014-01-31,0.0,0.0,0.0,0.0,1
31302,24.9,2011-05-12,-73.957958,40.811105,-73.985947,40.726987,1
31303,49.57,2010-01-02,-73.78979,40.64391,-73.949955,40.795783,1
31304,4.5,2009-05-04,-73.985388,40.757165,-73.988742,40.748604,1
31305,8.5,2011-10-11,-73.990707,40.775298,-73.975852,40.758742,1
31306,17.3,2011-11-06,-73.943146,40.746614,-73.872703,40.774518,1
31307,8.9,2009-03-13,-73.959745,40.76298,-73.979618,40.749127,1
31308,6.0,2014-01-06,-73.993472,40.727575,-73.979912,40.734762,1
31309,6.0,2013-08-23,-73.959908,40.77346,-73.966536,40.761404,1
31310,12.0,2012-12-28,-73.991805,40.738368,-73.974521,40.764895,1
31311,6.5,2014-07-09,-73.98642,40.74602,-73.99332,40.73107,1
31312,10.9,2010-11-08,-73.963505,40.769348,-73.976667,40.761428,1
31313,7.7,2009-12-22,-73.978658,40.744795,-73.98087,40.7602,1
31314,10.0,2013-11-27,-74.010002,40.720712,-74.00675,40.707272,1
31315,11.5,2012-12-01,-73.973352,40.789822,-73.973352,40.789822,1
31316,36.9,2012-01-28,-73.987782,40.754552,-73.954089,40.638416,2
31317,7.7,2010-08-31,-73.964597,40.759902,-73.986145,40.775065,5
31318,9.5,2014-05-26,-74.005765,40.740542,-73.982916,40.765764,1
31319,3.7,2010-04-01,-73.986037,40.746522,-73.991815,40.7384,1
31320,6.5,2009-11-05,-73.971439,40.75812,-73.978878,40.737054,1
31321,9.0,2013-12-31,-73.956494,40.781222,-73.97039,40.761607,1
31322,5.3,2009-06-05,-73.992438,40.724395,-73.986268,40.719473,4
31323,14.5,2014-05-16,0.0,0.0,0.0,0.0,1
31324,14.5,2010-06-19,-74.001638,40.729858,-73.991023,40.667712,5
31325,3.7,2010-02-27,-73.970523,40.79399,-73.972237,40.796632,3
31326,4.1,2011-06-06,-73.99162,40.744263,-73.984572,40.754315,1
31327,14.9,2012-05-19,-73.999555,40.723302,-73.982235,40.756797,1
31328,3.3,2009-08-27,-73.971606,40.750629,-73.972285,40.746431,1
31329,5.3,2009-02-22,-73.976938,40.788146,-73.982421,40.774274,1
31330,3.3,2009-10-01,-73.96021,40.77951,-73.956391,40.784032,1
31331,4.1,2010-04-03,-73.974042,40.783813,-73.981387,40.774303,5
31332,12.1,2010-10-08,-73.94107,40.756558,-73.94107,40.756558,2
31333,6.9,2010-04-05,-74.004078,40.725378,-73.989328,40.749618,4
31334,5.3,2009-04-19,-73.984543,40.71522,-73.985774,40.726891,1
31335,4.1,2009-01-02,-73.978398,40.787865,-73.97118,40.792938,1
31336,5.0,2013-08-08,-73.958585,40.77501,-73.949427,40.771872,3
31337,7.7,2009-04-29,-73.98195,40.728344,-74.001733,40.719356,2
31338,3.3,2012-01-19,-73.99478,40.725827,-73.990263,40.731538,1
31339,8.6,2009-03-28,-73.972945,40.764432,-73.999822,40.761522,3
31340,9.5,2013-07-17,-73.991745,40.75967,-73.97385,40.749597,2
31341,7.7,2009-12-13,-73.983928,40.729467,-73.971527,40.750765,1
31342,5.3,2011-08-23,-73.997757,40.740901,-73.983585,40.755586,1
31343,18.0,2012-09-21,-73.992433,40.743457,-73.947857,40.774968,1
31344,6.0,2014-07-17,-73.959108,40.777414,-73.971715,40.782036,1
31345,9.5,2015-01-26,-73.99239349,40.74945068,-73.98622131,40.76129913,1
31346,4.5,2010-06-11,-73.983927,40.738286,-73.974406,40.750998,1
31347,8.5,2009-10-28,-73.979352,40.76728,-73.978647,40.751113,2
31348,8.9,2010-12-15,-73.993918,40.761245,-73.986818,40.740258,5
31349,4.5,2014-07-27,-73.916563,40.771462,-73.919302,40.765902,1
31350,8.0,2012-11-11,-73.981672,40.743513,-73.982937,40.756304,1
31351,12.0,2013-03-01,-73.962268,40.77908,-73.991043,40.750353,1
31352,8.5,2015-02-27,-73.99492645,40.71972275,-74.00606537,40.73574066,6
31353,8.5,2011-10-07,-73.989797,40.760549,-73.959378,40.759177,2
31354,11.3,2009-10-25,-73.99763,40.72727,-73.96727,40.75342,2
31355,7.7,2012-02-23,-73.95837,40.772337,-73.975792,40.764098,2
31356,5.3,2010-02-13,-73.961938,40.768178,-73.948307,40.782992,5
31357,16.5,2014-01-09,-73.978517,40.728893,-73.947718,40.78753,1
31358,10.1,2011-12-11,-74.013302,40.709427,-73.991705,40.74444,1
31359,8.5,2012-06-12,-74.001418,40.746258,-73.988443,40.72322,1
31360,29.5,2014-03-21,0.0,0.0,0.0,0.0,2
31361,22.0,2009-01-03,-73.964631,40.791898,-73.906684,40.890073,1
31362,8.9,2012-06-06,-74.004875,40.73759,-73.976155,40.748474,1
31363,10.1,2011-05-07,-73.9556,40.77817,-73.984117,40.760528,1
31364,11.3,2012-01-31,-74.00395,40.722277,-73.979008,40.762165,2
31365,26.0,2013-12-10,-74.008097,40.738797,-73.957097,40.768217,2
31366,8.5,2012-05-07,-73.949846,40.777087,-73.977935,40.782942,1
31367,5.5,2014-12-13,-73.986117,40.754914,-73.976231,40.748399,4
31368,15.0,2013-06-05,-73.949587,40.771941,-73.994409,40.743664,1
31369,8.1,2010-08-01,-73.993675,40.741769,-73.970661,40.759448,3
31370,8.9,2012-07-31,-73.997133,40.722093,-73.962048,40.713043,1
31371,4.9,2009-02-28,-73.977547,40.784657,-73.971278,40.79446,2
31372,11.5,2015-05-09,-73.98603821,40.76225662,-74.00235748,40.73139954,5
31373,12.5,2014-05-21,-73.976815,40.788218,-73.998725,40.745475,1
31374,12.5,2013-06-23,-74.010247,40.711358,-74.010054,40.747766,1
31375,15.0,2014-02-01,-74.006117,40.734822,-73.973583,40.760105,1
31376,18.0,2014-11-08,-73.982515,40.756805,-74.014707,40.711132,1
31377,4.5,2011-04-27,-74.00362,40.748212,-74.00571,40.737802,2
31378,5.3,2010-01-13,-73.985442,40.735745,-74.001482,40.73937,1
31379,8.1,2011-02-15,-73.937562,40.758115,-73.937562,40.758115,1
31380,11.0,2013-11-03,-73.966037,40.768152,-73.991767,40.74448,1
31381,12.5,2015-03-18,-73.98693848,40.75200653,-73.99712372,40.7253418,1
31382,12.1,2011-11-11,-73.996513,40.723697,-73.973965,40.760263,5
31383,14.0,2012-12-05,-73.991629,40.733244,-73.978034,40.755776,1
31384,11.0,2014-07-18,-73.981838,40.78019,-73.963641,40.794383,1
31385,8.5,2015-04-08,-73.95868683,40.77503967,-73.95806885,40.76454926,2
31386,9.5,2014-01-09,-73.984252,40.767997,-73.969367,40.790237,6
31387,6.0,2014-11-23,-73.986762,40.76131,-73.982195,40.771862,1
31388,21.7,2009-09-17,-73.862693,40.768962,-73.953871,40.781537,1
31389,21.5,2014-11-23,-73.98456,40.76099,-73.93488,40.73787,1
31390,4.5,2015-02-23,-73.9763031,40.75491714,-73.97104645,40.76247787,1
31391,6.0,2013-08-14,-73.995332,40.728917,-74.000365,40.738957,1
31392,8.5,2014-10-27,-73.967967,40.763219,-73.989149,40.752811,1
31393,3.7,2009-01-02,-73.978685,40.745115,-73.984037,40.739962,1
31394,9.0,2012-09-15,-73.983935,40.743665,-73.973517,40.76256,1
31395,8.5,2009-05-15,-73.985152,40.774312,-73.97778,40.753251,2
31396,58.0,2009-09-18,-74.036967,40.714805,-74.03698,40.714782,1
31397,8.0,2013-05-26,-73.989724,40.734368,-73.983139,40.72355,1
31398,4.9,2009-04-14,-73.983647,40.758847,-73.97495,40.746518,2
31399,7.5,2013-07-09,-73.991157,40.745477,-73.990988,40.734135,1
31400,4.5,2010-09-27,-73.977192,40.751403,-73.986962,40.750143,1
31401,7.0,2013-06-26,-73.965303,40.79104,-73.966231,40.773566,1
